video_id,author,comment,like,date,topic
JTEhv7JCRF0,@HoerRudin-j2c,Keluhan sya sbagai pemula klo cabe rawit merah  prtumbuhan nya bgus tpi buah nya suka pda rontok dn busuk  ini gimna cra  mngkak nya pk mohon pnjlsan nya,0,2025-07-27T13:48:20Z,Pengendalian Hama
JTEhv7JCRF0,@HoerRudin-j2c,Canel ini tdak akan sya tinggal kn moga kita pnjang umur ya pk❤❤❤ aamiin,0,2025-07-27T13:45:22Z,Pengendalian Hama
JTEhv7JCRF0,@faqsfishing4170,Trimkasih bnyak matrinya ..sangat brmnfaat...❤❤❤,0,2025-07-26T12:38:48Z,Pengendalian Hama
JTEhv7JCRF0,@rijaldoska2384,"Alhmdulilahhhh...bisa kuliah gratis,trimakasih pak atas ilmu nya",0,2025-07-26T09:33:40Z,Pengendalian Hama
JTEhv7JCRF0,@ParlanParlanpramana,"Hadir pa dari ading Sulawesi,terimakasih bang atas ilmu yang diberikan,",0,2025-07-24T15:38:59Z,Pengendalian Hama
JTEhv7JCRF0,@nurbadiah2237,Apakah bisa minta monitoring dari awal tanam sampe panen? Berbayar tidak apa²,0,2025-07-24T05:43:48Z,Pengendalian Hama
JTEhv7JCRF0,@fariznurtiawan8182,"saat penyemprotan boleh dicampur gak pak insektisida, akarusida sama fungisida nya ?",0,2025-07-24T03:31:53Z,Pengendalian Hama
JTEhv7JCRF0,@PantasMarpaung-hg9fc,"Mantap  penjelasan nya,kuliah 2 semester ini.",0,2025-07-24T00:28:55Z,Pengendalian Hama
JTEhv7JCRF0,@Omute1237,"Asalamualaikum,z mau tanya ke bapak ni.yg di maksut dengan mengunakan perangkat dengan botol Aqua itu apa ya pak.maaf Masi pemula dalam dunia pertanian pak🙏🙏🙏",0,2025-07-22T13:12:22Z,Pengendalian Hama
JTEhv7JCRF0,@sumarjiprihambodo3602,"Pak bagaimana dengan pencegahan dengan rolling, abamektin, samite dan Pegasus?",0,2025-07-22T09:44:44Z,Pengendalian Hama
JTEhv7JCRF0,@taufiqadi6507,Izin tanya pak..apa bisa pupuk daun cabe menggunakan supermes🙏,0,2025-07-22T02:37:16Z,Pengendalian Hama
JTEhv7JCRF0,@dambutalfons1114,bang saya saat sedang menanam cabe penjelasan ababg ini bagus saya minta nomor hp nya saya suka telp bolrhkan bang,0,2025-07-21T16:39:14Z,Pengendalian Hama
JTEhv7JCRF0,@dambutalfons1114,kasih tahubang sumber le nualan ya,0,2025-07-21T16:30:02Z,Pengendalian Hama
JTEhv7JCRF0,@NiidiaNi,"Maaf pak,mau tanya.. sistim semprot apa kocor",0,2025-07-20T02:31:43Z,Pengendalian Hama
JTEhv7JCRF0,@KasmirPikong,Kriting daun cabe penjelasan mantap.,0,2025-07-19T14:41:45Z,Pengendalian Hama
JTEhv7JCRF0,@SuradiWoles,Mintak no wa nya pak,0,2025-07-19T04:31:57Z,Pengendalian Hama
JTEhv7JCRF0,@Pakabu-b2v,"Di ms genertip,,mohon maaf pjlsan Utuk mnggu ke 5&6 blom d jelaskan,Krn kami pemula,prlu bantuan sbg petunjuk kami bertani",0,2025-07-17T23:38:42Z,Pengendalian Hama
JTEhv7JCRF0,@kita_semua_99,"kalau ternyata diminggu pertama udah keriting daun, apa formula minggu ke 3 bisa langsung diterapkan?",0,2025-07-17T03:35:26Z,Pengendalian Hama
JTEhv7JCRF0,@kokomkomariah6433,Maaf pa kalau untuk bawang daun g mn perawatannya,0,2025-07-16T10:03:31Z,Pengendalian Hama
JTEhv7JCRF0,@yaskursantoso7934,Jombang Jatim ikut i bang trim infonya,1,2025-07-15T11:02:22Z,Pengendalian Hama
JTEhv7JCRF0,@jhontony1328,Bapak ini  mungkin pensiunan guru,0,2025-07-15T08:21:43Z,Pengendalian Hama
JTEhv7JCRF0,@TulusPanggabean-o5e,"Terima kasih penjelasannya Pak🙏,semua penjelasan di channel bapak mudah dimengerti dan praktis TDK bertele tele,salam dari petani cabe kecil di Tapanuli Pak🙏",1,2025-07-15T04:02:09Z,Pengendalian Hama
JTEhv7JCRF0,@IwanSusanto-r4m,Mantap pak...,0,2025-07-13T19:15:40Z,Pengendalian Hama
JTEhv7JCRF0,@cmman871,Insek n fungi diMix at roling pk?,0,2025-07-13T08:56:40Z,Pengendalian Hama
JTEhv7JCRF0,@Nilawati-n7h,berapa dosis cara memupuk cabe sesudah Pidah tanam,0,2025-07-12T11:59:22Z,Pengendalian Hama
JTEhv7JCRF0,@ArmiWani-c1x,Terbaik👍,0,2025-07-11T15:29:47Z,Pengendalian Hama
JTEhv7JCRF0,@AndriSoyrrra,Trima.kasi..atas.petunjuk..nya.mudah.midah.mudahan.akan..terap.kan.texeu,0,2025-07-11T15:17:08Z,Pengendalian Hama
JTEhv7JCRF0,@LeonardoAS-h7j,Om apakah ini untuk semua tanaman,0,2025-07-11T14:48:56Z,Pengendalian Hama
JTEhv7JCRF0,@AKseven-y2m,Semoga bermanfaat untuk saya yg akan menanam cabe...🙏🙏🙏,0,2025-07-11T13:22:39Z,Pengendalian Hama
JTEhv7JCRF0,@AKseven-y2m,𝙎𝙖𝙣𝙜𝙖𝙩 𝙗𝙚𝙧𝙢𝙖𝙣𝙛𝙖𝙖𝙩....𝙞𝙨𝙞𝙣𝙮𝙖 𝙙𝙖𝙜𝙞𝙣𝙜 𝙨𝙚𝙢𝙪𝙖....🙏🙏🙏,0,2025-07-11T13:20:51Z,Pengendalian Hama
JTEhv7JCRF0,@astaga8781,Salam dari Lombok pak🙏,0,2025-07-11T09:36:01Z,Pengendalian Hama
JTEhv7JCRF0,@tangankreatif2221,"Selain lalat buah ,ulat bor kalau sudah masuk susah pak",0,2025-07-10T14:33:39Z,Pengendalian Hama
JTEhv7JCRF0,@MaesarohMaesaroh-p9x,Asalamualaikum pak gmn caranya menggunakan kohe kambing karna sya klu beli pupuk g ke beli tp klu kohe kambing punya sendiri🙏,0,2025-07-09T15:44:04Z,Pengendalian Hama
JTEhv7JCRF0,@AlvantopS,👍🙏🙏🙏,0,2025-07-09T12:02:31Z,Pengendalian Hama
JTEhv7JCRF0,@Samsulbahri-s9y,Terimakasih semoga pakde dan keluarga di berkahi Allah SWT,0,2025-07-09T06:46:15Z,Pengendalian Hama
JTEhv7JCRF0,@miraoktiana5990,Sngt membntu pak.mksih ilmuny seht sellu,0,2025-07-09T01:01:17Z,Pengendalian Hama
JTEhv7JCRF0,@denzbagoes2680,"Klo utk hama ulat yg bagus pke ap pak, soalnya Minggu "" ini mulai ad serangan ulat",0,2025-07-08T17:45:38Z,Pengendalian Hama
JTEhv7JCRF0,@SayutiAzzura-g9k,Baru pemula,0,2025-07-08T08:25:34Z,Pengendalian Hama
JTEhv7JCRF0,@sugengharianto8646,penjelasan sederhana tapi istimewaaaahhhhh.... lanjut terusss banggg,0,2025-07-07T15:08:36Z,Pengendalian Hama
JTEhv7JCRF0,@KrisTukiman,Ya pak ttg insektisida bukan romosi tapi moho apa yg harus di pake karna saya masih awam,0,2025-07-07T14:58:47Z,Pengendalian Hama
JTEhv7JCRF0,@AjiSurya-h2y,pak ini setiap minggu itu di semrpotnya dengan di campur antara fungisida dan insectisida? atau harus masing masing?,0,2025-07-07T13:31:01Z,Pengendalian Hama
JTEhv7JCRF0,@FajriArrasyid-s8o,"Maaf banget bapa mau tanya,,kalo penyemprotan pengendali hama apa boleh kalo pengaplikasian nya barengan sama pemupukan kocor?atau harus beda hari?",0,2025-07-07T10:57:44Z,Pengendalian Hama
JTEhv7JCRF0,@neromaru5755,"Pak,tolong saran pengganti curacron. Bau nya yg tdk trllu menyengat. D komplain sama tetangga gara2 bau.. 😢🤦‍♂",0,2025-07-06T01:50:46Z,Pengendalian Hama
JTEhv7JCRF0,@Aguswijaya1712_,Bisa nanya pak score kan berbahan aktif nazol dan  saya pernah lihat Bahan aktif anazol tidak boleh dipakai pada masa vegetatif?,0,2025-07-05T12:51:30Z,Pengendalian Hama
JTEhv7JCRF0,@WinaDewina-e6c,Kalau buat pengecorannya pak ada vidionya pak,0,2025-07-05T05:58:18Z,Pengendalian Hama
JTEhv7JCRF0,@wawansetiawan-d8q,Terimakasih ilmunya pak?,0,2025-07-04T23:13:32Z,Pengendalian Hama
JTEhv7JCRF0,@EnyPujiAstuti-y3v,Terima kasih pak sangat membantu bagi saya. Saya tunggu pembahasan soal keritingnya pak . Semoga menjadi amal jariyah pak.amin,0,2025-07-04T15:18:20Z,Pengendalian Hama
JTEhv7JCRF0,@mulyadimulyadi6980,"Mintak no,wa,bapak",0,2025-07-04T02:17:27Z,Pengendalian Hama
JTEhv7JCRF0,@mulyadimulyadi6980,Mantap penjelasannya,0,2025-07-04T01:56:16Z,Pengendalian Hama
JTEhv7JCRF0,@IrsyadUbaidillah-mb2in,Dosisnya bagaimana pak🙏,0,2025-07-03T23:01:54Z,Pengendalian Hama
JTEhv7JCRF0,@wahyusuc218,Pak berapa lama jeda waktu antara pupuk dan semprot hama?,0,2025-07-03T05:18:18Z,Pengendalian Hama
JTEhv7JCRF0,@Bengkel24Motor,Sehat selalu kake ku,0,2025-07-03T03:36:44Z,Pengendalian Hama
JTEhv7JCRF0,@SolehatulMajid,Wah bisa jadi narasumber di era program ketahanan pangan,0,2025-07-02T11:23:41Z,Pengendalian Hama
JTEhv7JCRF0,@banjarnegara5320,Saya coba menanam cabai ORI sekitar 100 batang untuk belajar dengan media dan pupuk organik,0,2025-07-02T05:46:00Z,Pengendalian Hama
JTEhv7JCRF0,@banjarnegara5320,"Assalaamualaikum , Banjarnegara senang mengikuti canel bapak",0,2025-07-02T05:44:22Z,Pengendalian Hama
JTEhv7JCRF0,@AbdulRasyid-m5h,Terimakasih banyak pengjolasangnya pak ini yang saya selalu tanyakan baru saya pahan dari pengjolasang bapank,0,2025-07-01T17:12:53Z,Pengendalian Hama
JTEhv7JCRF0,@sesWoto-u7h,Makasih,0,2025-07-01T15:04:15Z,Pengendalian Hama
JTEhv7JCRF0,@indramaryanto36,Pakde kalo fungisida cma dipake antracol boleh ga?,0,2025-07-01T08:27:55Z,Pengendalian Hama
JTEhv7JCRF0,@EnjangHapid,Apa.buat.obat.lalat.buah.,0,2025-06-30T12:10:04Z,Pengendalian Hama
JTEhv7JCRF0,@JW013,"Terima kasih untuk ilmunya pak 🙏, sangat membantu pemula seperti saya. Izin bertanya:
1. HST berapa paling cepat fungi/insektisida boleh diaplikasikan ke tanaman?
2. Bagaimana pengaruh penggunaan fungi/insektisida terhadap keamanan buah yang dihasilkan sehingga aman dikonsumsi? Apakah ada batasannya?
3. Untuk penyemaian benih cabai, apakah perlu kita aplikasikan fungi/insektisida?

Terima kasih 🙏",0,2025-06-29T18:51:36Z,Pengendalian Hama
JTEhv7JCRF0,@MisnoSujono,Trima kasih pak atas penjelasanya,0,2025-06-29T15:25:23Z,Pengendalian Hama
JTEhv7JCRF0,@sholikhunkaffah,"Yang kucari selama ini, makasih pak, semoga tetap semangat membuat video edukasi begini dan semoga diberi keberkahan😊",0,2025-06-29T03:52:46Z,Pengendalian Hama
JTEhv7JCRF0,@MbahNuk-e7f,Tanamankedele,0,2025-06-28T11:25:25Z,Pengendalian Hama
JTEhv7JCRF0,@Putusudiarta-u4x,"Akhir belangan ini cabe tanaman saya mengalami gangguan pada daun ,ada muncul seperti kapas dibalik daun kira 2 apa yg dipakai utk mencegahnya pak",0,2025-06-28T08:53:16Z,Pengendalian Hama
JTEhv7JCRF0,@agnesbahi3880,"Tanaman lombok saya, buahnya lebat tapi rontok terus dari lalat buah. Mohon solusinya pak🙏🙏",0,2025-06-27T13:39:20Z,Pengendalian Hama
JTEhv7JCRF0,@mauillasrchannel8726,Kriting pke samite,0,2025-06-27T07:15:19Z,Pengendalian Hama
JTEhv7JCRF0,@mauillasrchannel8726,Lalst buah yg membNdel gagal panen,0,2025-06-27T07:08:26Z,Pengendalian Hama
JTEhv7JCRF0,@jenggotvanamechannalvaname9875,Siap pak,0,2025-06-26T23:20:26Z,Pengendalian Hama
JTEhv7JCRF0,@supriyono9939,"Menjelang, berbunga, terjadi busuk pucuk masal, kenapa tuh bos",0,2025-06-26T18:33:29Z,Pengendalian Hama
JTEhv7JCRF0,@supriyono9939,"Bos, klo kita mengaplikasikan fungisida di tanah, apakah mikroba ditanah juga ikut mati bos",0,2025-06-26T18:19:17Z,Pengendalian Hama
JTEhv7JCRF0,@sltnppp-t9f,Bisa pada intinya ngga pak,0,2025-06-22T04:35:43Z,Pengendalian Hama
JTEhv7JCRF0,@sltnppp-t9f,"Kebanyakan bumbu si,terlalu lama,,,saya suka",0,2025-06-22T04:35:19Z,Pengendalian Hama
JTEhv7JCRF0,@sltnppp-t9f,"Jngan terlalu pnjang mbahasnya ya PK,,",0,2025-06-22T04:32:01Z,Pengendalian Hama
JTEhv7JCRF0,@YesaGans-sh4oq,"Saya rasa Ketika menilai & mendengar penjelasan di video ini., bapak ini seorang pakar di bidang pertanian. Atau mungkin sbg dosen. Terima kasih pak. Sukses trus diberkati untuk memberkati.",0,2025-06-21T06:28:56Z,Pengendalian Hama
JTEhv7JCRF0,@AhmadYani-n3e1e,"bisa tdk  catat susunan obat2 nya pak biar LBH mudah, trima kasih Assalamualaikum",0,2025-06-19T11:39:35Z,Pengendalian Hama
JTEhv7JCRF0,@yohanadarmawati4362,"Terima kasih banyak pak, ilmu yangdisampaikan  sangat mudah diterima danjelas.semoga Allah selalu memberi kel. bapak sehat dan selalu diberkati",0,2025-06-19T01:37:12Z,Pengendalian Hama
JTEhv7JCRF0,@Sungailiat123-xz8ml,Tolong di terangkn pemberantas kutu kebul dan lalat buah,0,2025-06-18T03:34:33Z,Pengendalian Hama
JTEhv7JCRF0,@ALIMUSTAWA-u1s,Pak tdi untuk insektisida dan fungisidanya rolinganya 3 macam bhan aktifnya tdi apa aja pak?,0,2025-06-17T15:00:18Z,Pengendalian Hama
JTEhv7JCRF0,@JohJonywiliam,trrimakasih,0,2025-06-17T14:07:35Z,Pengendalian Hama
JTEhv7JCRF0,@hadaksnack5353,"Bapak, ulasan seperti ini utk melon sdh ada belum??",0,2025-06-15T11:53:56Z,Pengendalian Hama
JTEhv7JCRF0,@woltermais,"Makasih pak ,jelas,bermanfaat🙏",0,2025-06-14T09:32:00Z,Pengendalian Hama
JTEhv7JCRF0,@FadilMuhammad-v3z,Tolong berapa ukurannya baik pupuk maupun obat,1,2025-06-12T07:21:01Z,Pengendalian Hama
JTEhv7JCRF0,@ayunormaki7484,Fungisida score bukannya ga boleh ya pak di masa vegetatif??,0,2025-06-12T06:51:04Z,Pengendalian Hama
JTEhv7JCRF0,@SalamUdin-x1f,Kaltim hadir,0,2025-06-08T14:50:02Z,Pengendalian Hama
JTEhv7JCRF0,@SandiSandi-q6x,Agrimeg dan pegasus itu di campur atau rolling pak?,0,2025-06-07T08:48:09Z,Pengendalian Hama
JTEhv7JCRF0,@yussupriadi6808,❤❤❤,0,2025-06-07T02:39:35Z,Pengendalian Hama
JTEhv7JCRF0,@AlfridusYustinusseran,Ukuran untuk agrimec brpa,0,2025-06-06T16:34:47Z,Pengendalian Hama
